from,to,label,strength,trust,statement,quote,full.quote,combo.type,definition.type,Interview,Positive,sensitivity,specificity
24,37,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
25,37,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
27,90,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
25,90,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
24,90,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
27,37,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
25,37,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
24,37,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
20,22,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
20,22,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
20,22,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
20,22,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
20,22,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
20,22,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
20,22,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
20,22,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
20,92,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
20,22,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
26,98,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA
26,98,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA
74,101,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
72,76,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA
72,76,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA
20,22,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
20,22,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
20,22,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
20,92,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
20,92,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
20,92,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
25,91,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
25,91,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
25,30,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
28,108,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA
72,106,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA
26,75,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA
26,75,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA
75,95,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA
75,95,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA
26,75,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA
26,98,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA
26,98,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA
26,98,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA
26,98,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA
26,98,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA
76,108,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA
26,75,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA
72,108,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA
72,95,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA
72,118,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA
20,92,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
20,92,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
26,98,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA
26,98,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA
26,98,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA
26,75,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA
20,92,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
20,92,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
20,92,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
23,98,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA
77,85,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA
77,85,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA
77,85,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA
6,22,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
6,22,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
20,92,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
20,92,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
20,92,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
20,92,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
6,22,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
23,80,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA
23,98,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA
23,98,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA
6,22,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
22,29,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
22,30,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
22,90,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
22,91,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
22,30,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
22,29,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
22,93,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
22,29,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
22,29,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
22,90,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
22,29,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
20,91,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
20,91,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
25,91,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
6,22,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
20,92,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
20,92,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
20,92,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
20,92,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
20,92,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
73,107,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
73,107,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
6,22,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
6,22,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
6,22,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
22,91,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
27,91,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
25,91,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
27,29,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
25,29,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
22,29,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
22,91,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
27,91,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
25,91,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
22,30,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
27,30,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
25,30,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
6,101,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
20,92,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
20,92,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
20,92,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
20,22,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
78,28,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA
78,106,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA
20,22,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
20,22,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
20,22,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
20,22,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
20,92,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
20,92,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
73,107,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
73,107,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
23,98,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA
24,91,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
24,21,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
24,94,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
78,106,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA
24,101,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
24,101,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
75,81,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA
20,22,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
79,85,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA
75,105,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA
75,95,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA
75,95,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA
80,89,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA
27,29,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
24,29,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
25,29,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
27,29,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
27,29,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
24,29,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
27,101,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
24,101,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
25,29,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
27,29,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
81,119,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA
24,30,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
24,91,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
24,91,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
82,85,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA
22,96,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
24,42,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
22,42,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
24,90,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
22,90,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
24,96,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
22,96,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
24,29,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
24,30,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
24,29,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
24,90,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
76,97,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA
76,115,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA
83,85,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA
84,120,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA
85,106,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA
76,97,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA
85,106,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA
86,95,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA
81,119,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA
81,119,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA
75,95,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA
87,101,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
26,75,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA
72,75,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA
26,75,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA
72,75,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA
80,98,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA
80,98,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA
72,118,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA
72,106,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA
75,81,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA
88,75,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA
25,29,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
25,101,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
25,29,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
75,95,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA
75,81,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA
89,98,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA
24,91,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
25,91,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
24,91,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
25,91,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
24,29,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
25,29,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
25,101,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
24,101,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
22,101,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
25,90,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
24,90,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
75,95,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA
75,95,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA
75,119,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA
37,104,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
37,104,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
37,104,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
90,101,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
90,101,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
90,101,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
37,101,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
37,101,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
37,101,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
91,30,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
91,121,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
75,81,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA
75,95,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA
85,106,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA
92,122,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
92,122,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
92,122,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
92,122,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
30,104,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
91,30,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
30,104,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
93,101,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
29,101,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
29,101,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
90,101,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
29,101,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
91,121,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
91,121,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
91,30,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
91,30,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
91,30,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
91,30,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
91,30,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
91,30,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
30,104,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
30,104,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
30,104,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
91,30,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
21,104,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
94,104,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
95,105,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA
95,105,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA
89,98,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA
29,114,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
29,114,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
29,101,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
29,101,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
91,121,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
91,123,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
96,101,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
42,101,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
42,101,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
90,101,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
90,101,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
96,101,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
96,101,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
30,104,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
29,101,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
90,101,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
97,106,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA
75,95,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA
75,95,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA
75,81,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA
75,81,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA
81,119,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA
75,81,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA
29,101,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
91,30,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
91,30,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
90,101,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
90,101,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
